secteur,region,tranche_age,genre,niveau_instruction,profession,note_attente,note_accueil,note_service,nb_visites,score_moyen,satisfaction,risque_reclamation,intention_revisite
Bureau,Kairouan,55 ans et plus,Masculin,Post-universitaire,Commerçant,5,2,2,12,3.0,0,0,0
Colis,Tunis,18-24 ans,Masculin,Post-universitaire,Etudiant,5,1,5,19,3.6666666666666665,1,0,0
Passagers,Monastir,25-34 ans,Masculin,Post-universitaire,Etudiant,4,4,4,1,4.0,1,0,1
Colis,Kairouan,35-44 ans,Masculin,Universitaire,Fonctionnaire,3,1,2,16,2.0,0,1,0
Colis,Gafsa,35-44 ans,Féminin,Post-universitaire,Retraité,1,2,1,17,1.3333333333333333,0,1,0
Colis,Monastir,25-34 ans,Masculin,Sans instruction,Sans emploi,5,2,3,18,3.3333333333333335,0,0,0
Passagers,Sousse,Moins de 18 ans,Féminin,Post-universitaire,Sans emploi,1,1,4,11,2.0,0,1,0
Colis,Gafsa,55 ans et plus,Masculin,Primaire,Fonctionnaire,5,4,2,18,3.6666666666666665,1,0,1
Colis,Kairouan,25-34 ans,Masculin,Post-universitaire,Sans emploi,2,1,3,7,2.0,0,1,0
Colis,Tunis,55 ans et plus,Masculin,Universitaire,Etudiant,1,5,3,18,3.0,0,1,0
Abonnée,Kairouan,45-54 ans,Masculin,Primaire,Commerçant,2,3,3,8,2.6666666666666665,0,1,0
Colis,Monastir,35-44 ans,Masculin,Sans instruction,Sans emploi,1,5,1,6,2.3333333333333335,0,1,0
Passagers,Monastir,55 ans et plus,Féminin,Sans instruction,Fonctionnaire,3,3,5,7,3.6666666666666665,1,0,1
Colis,Bizerte,18-24 ans,Féminin,Secondaire,Retraité,4,2,3,10,3.0,0,0,0
Colis,Tunis,55 ans et plus,Féminin,Primaire,Fonctionnaire,2,4,4,11,3.3333333333333335,0,1,0
Passagers,Médenine,45-54 ans,Masculin,Secondaire,Salarié,5,1,2,13,2.6666666666666665,0,1,0
Colis,Gafsa,35-44 ans,Masculin,Primaire,Fonctionnaire,3,4,4,9,3.6666666666666665,1,0,1
Passagers,Sfax,25-34 ans,Féminin,Primaire,Etudiant,1,1,1,7,1.0,0,1,0
Colis,Tunis,45-54 ans,Masculin,Universitaire,Commerçant,2,5,1,9,2.6666666666666665,0,1,0
Passagers,Sfax,35-44 ans,Masculin,Secondaire,Commerçant,1,5,4,13,3.3333333333333335,0,1,0
Colis,Tunis,55 ans et plus,Féminin,Universitaire,Sans emploi,1,1,5,3,2.3333333333333335,0,1,0
Colis,Tunis,Moins de 18 ans,Masculin,Primaire,Etudiant,1,4,1,3,2.0,0,1,0
Abonnée,Kairouan,Moins de 18 ans,Féminin,Sans instruction,Salarié,4,1,1,1,2.0,0,1,0
Abonnée,Tunis,18-24 ans,Masculin,Primaire,Etudiant,4,2,4,2,3.3333333333333335,0,0,0
Colis,Bizerte,35-44 ans,Féminin,Universitaire,Fonctionnaire,5,5,1,3,3.6666666666666665,1,0,1
Colis,Médenine,Moins de 18 ans,Masculin,Secondaire,Etudiant,2,2,5,15,3.0,0,1,0
Bureau,Monastir,25-34 ans,Masculin,Secondaire,Etudiant,3,5,5,6,4.333333333333333,1,0,1
